year,week,incidences
2012,4,1
2012,8,0
2012,12,0
2012,16,2
2012,20,0
2012,24,5
2012,28,1
2012,32,0
2012,36,0
2012,40,0
2012,44,2
2012,48,2
2012,52,1
2012,53,0
2013,4,0
2013,8,0
2013,12,1
2013,16,2
2013,20,6
2013,24,23
2013,28,31
2013,32,26
2013,36,19
2013,40,15
2013,44,9
2013,48,9
2013,52,31
2013,53,26
2014,4,8
2014,8,6
2014,12,3
2014,16,5
2014,20,3
2014,24,3
2014,28,7
2014,32,3
2014,36,0
2014,40,4
2014,44,0
2014,48,1
2014,52,9
2014,53,8
