year,week,incidences
2012,4,2
2012,8,1
2012,12,1
2012,16,1
2012,20,0
2012,24,0
2012,28,0
2012,32,1
2012,36,1
2012,40,0
2012,44,0
2012,48,0
2012,52,2
2012,53,2
2013,4,0
2013,8,0
2013,12,0
2013,16,0
2013,20,0
2013,24,1
2013,28,1
2013,32,0
2013,36,3
2013,40,1
2013,44,0
2013,48,1
2013,52,0
2013,53,0
2014,4,5
2014,8,0
2014,12,0
2014,16,0
2014,20,0
2014,24,2
2014,28,1
2014,32,1
2014,36,1
2014,40,0
2014,44,0
2014,48,1
2014,52,0
2014,53,0
