year,week,incidences
2012,4,16
2012,8,5
2012,12,8
2012,16,15
2012,20,56
2012,24,52
2012,28,38
2012,32,41
2012,36,28
2012,40,27
2012,44,31
2012,48,39
2012,52,32
2012,53,35
2013,4,14
2013,8,8
2013,12,17
2013,16,30
2013,20,34
2013,24,99
2013,28,49
2013,32,32
2013,36,19
2013,40,2
2013,44,5
2013,48,22
2013,52,23
2013,53,17
2014,4,5
2014,8,2
2014,12,3
2014,16,4
2014,20,12
2014,24,7
2014,28,12
2014,32,9
2014,36,4
2014,40,5
2014,44,5
2014,48,8
2014,52,5
2014,53,2
