M_NDVI_w1,M_Dist_to_Border_w1,M_Dist_to_Stream_w1,M_Slope_Rainfall_w1,M_Stream_Density_w1,Malaria_w1
0.4945055,0.1405623,0.27272734,0.07692307,0.33333334,0
0.025906738,0.14457831,0.022727275,0.6497462,0.8742004,0
0.025906738,0.1405623,0.018181823,0.105263226,0.8742004,0.0134994808
0.07692308,0.11327431,0.12244902,0.52,0.07142857,0.0228452752
0.15384619,0.17522122,0.06122449,0.11111111,0.053571433,0.0062305296
0.61538464,0.10796461,0.51020414,0.52,0.05357143,0.0093457944
0.115384586,0.10796462,0.10204079,0.2,0.07142857,0.0083073728
0.09302326,0.43362832,0.51020414,0.08000001,0.053571433,0.0124610592
0.093023255,0.17522125,0.51020414,0.52,0.05357143,0.0041536864
0.17741932,0.11327432,0.20454548,0.0952381,0.2241379,0.0020768432
0.4054054,0.11327431,0.1935484,0.25,0.16326533,0.0031152648
0.14516129,0.10796461,0.2045455,0.09523809,0.3793103,0.0041536864
0.1774193,0.113274306,0.11363637,0.1818182,0.37931034,0.0083073728
0.23255807,0.1132743,0.5102041,0.08000001,0.625,0.0020768432
0.2162162,0.1132743,0.3548387,0.25,0.12244902,0.0031152648
0.14516129,0.16991152,0.20454544,0.1190476,0.3793103,0.0031152648
0.1029412,0.17522125,0.34090906,0.14285709,0.120689705,0.0031152648
0.10294119,0.113274306,0.18181817,0.1190476,0.12068969,0.0020768432
0.1333333,0.16991152,0.22580643,0.29999998,0.122448996,0.0031152648
0.1176471,0.17522123,0.20454545,0.3571429,0.3793103,0.0010384216
0.19999999,0.11409401,0.3157895,0.3018868,0.04166667,0.0010384216
0.15999998,0.44295296,0.3157895,0.125,0.22916672,0.0031152648
0.372093,0.117449716,0.29166666,0.2,0.24,0.005192108
0.372093,0.442953,0.2083333,0.095890425,0.30000004,0.0041536864
0.372093,0.442953,0.2916667,0.1780822,0.14,0
0.007220216,0.44295296,0.04195804,0.021621626,0.055555552,0
0.007220216,0.117449716,0.04195804,0.12432433,0.83641976,0
0.0433213,0.117449716,0.06293707,0.74594593,0.009259259,0
0.0433213,0.17785229,0.06293707,0.74594593,0.07098766,0.0031152648
0.098360635,0.44295296,0.2916667,0.17808218,0.24,0.0020768432
0.1515152,0.14765102,0.18181819,0.21153845,0.13333331,0.0062305296
0.08045977,0.1778523,0.14999999,0.1481481,0.14062501,0.0031152648
0.21311477,0.1778523,0.20833331,0.17808218,0.14,0.005192108
0.21311477,0.17785229,0.2916667,0.17808217,0.23999998,0
0.01904762,0.1699115,0.83935744,0.11764709,0.8822222,0.0020768432
0.1111111,0.43362832,0.22580643,0.3125,0.122449,0.0010245902
0.07142856,0.17522123,0.44827586,0.025641028,0.19607839,0.0010245902
0.35714293,0.1132743,0.4482759,0.17948718,0.01960784,0.0010245902
0.07142856,0.16991152,0.4482759,0.02564103,0.19607839,0.0020491803
0.33333325,0.1365462,0.2758621,0.39506176,0.123076886,0
0.008635578,0.1405623,0.03636364,0.177665,0.06396589,0
0.07426597,0.3895582,0.02272727,0.6497462,0.008528786,0
0.07426598,0.18875499,0.036363646,0.055837568,0.8742004,0.0020491803
0.25581396,0.1365462,0.27586207,0.22222221,0.29230773,0.0030737705
0.1282051,0.1365462,0.20689659,0.46478868,0.14285712,0.0030737705
0.12820509,0.1445783,0.17241378,0.1267606,0.21428572,0.0010245902
0.111111104,0.14056231,0.2727273,0.3295455,0.02380952,0.0010245902
0.111111104,0.38955823,0.2727273,0.090909086,0.02380952,0.0010245902
0.462963,0.14457831,0.24242416,0.090909086,0.1547619,0.0010245902
0.31481478,0.38955823,0.3636364,0.090909086,0.08333334,0.0010245902
0.462963,0.188755,0.2727273,0.01136364,0.08333335,0.0010245902
0.3148148,0.18875499,0.24242418,0.15909089,0.40476188,0.0030737705
0.3589744,0.3895582,0.2068966,0.3125,0.17857142,0
0.7184466,0.14457831,0.018181821,0.17766501,0.06396589,0.0030737705
0.1025641,0.1445783,0.13793097,0.1830986,0.17857143,0.0040983607
0.1282051,0.1365462,0.20689659,0.1830986,0.17857143,0.0030737705
0.09836064,0.1778523,0.29166666,0.09589042,0.24,0.0040983607
0.09836064,0.1174497,0.2916667,0.09589042,0.24,0.0071721311
0.06896551,0.44295296,0.24999996,0.16666669,0.07812501,0.006147541
0.6436782,0.442953,0.15,0.03703704,0.65625,0.0112704918
0.16091949,0.17785233,0.3,0.4166666,0.14062501,0.0040983607
0.21311478,0.147651,0.125,0.3333333,0.14,0.0030737705
0.26229504,0.11409399,0.12499999,0.0958904,0.3,0.0051229508
0.21311477,0.17785232,0.2083333,0.1780822,0.24,0.006147541
0.1609195,0.114094004,0.24999997,0.1296296,0.65625,0.0030737705
0.14516129,0.43362835,0.18181819,0.1818182,0.37931034,0.0030737705
0.17741933,0.10796462,0.18181819,0.14285712,0.2241379,0.0040983607
0.3870968,0.43362835,0.34090906,0.0909091,0.22413793,0.0010245902
0.09302326,0.1699115,0.24137934,0.2307692,0.31372547,0.0010245902
0.18181822,0.14395893,0.3636364,0.18749999,0.34146342,0.0020491803
0.090909086,0.13110542,0.10344831,0.2,0.06382979,0.0010245902
0.2045455,0.13110542,0.1818182,0.18181819,0.048780497,0.0010245902
0.06818181,0.14395891,0.3636364,0.44444445,0.048780497,0
0.005780347,0.20565556,0.034653474,0.0882353,0.044289052,0
0.00990099,0.14765102,0.06293708,0.021621624,0.027777776,0
0.049504954,0.17785229,0.06293707,0.12432433,0.07098764,0
0.02970297,0.114094004,0.062937066,0.74594593,0.0092592565,0.0030737705
0.372093,0.14765102,0.29166666,0.38356158,0.23999998,0.0020491803
0.22727269,0.117449716,0.2727273,0.21153846,0.1333333,0.0010245902
0.29411766,0.11744972,0.052631576,0.037735846,0.22916669,0.0010245902
0.39705884,0.117449716,0.31578943,0.037735846,0.31249997,0.0020491803
0.1515152,0.1778523,0.2727273,0.15384616,0.15000004,0.0010245902
0.40350872,0.13110542,0.1818182,0.18181819,0.19512196,0.0020491803
0.1060606,0.37018007,0.1034483,0.041666675,0.4680851,0
0.036407765,0.13110542,0.00990099,0.051282056,0.8951049,0.0020491803
0.008583692,0.043010738,0.018181825,0.9695946,0.87420046,0
0.008583692,0.04301074,0.018181823,0.015202702,0.06396587,0
0.008583692,0.91612905,0.8818182,0.0016891891,0.04051173,0.0010822511
0.2857143,0.00860215,0.24242419,0.17647058,0.08333333,0
0.008635578,0.00860215,0.04090909,0.9695946,0.06396589,0
0.07426597,0.91612905,0.02272727,0.9695946,0.008528787,0
0.07426597,0.025806447,0.018181823,0.027777776,0.008528786,0
0.07426597,0.006451612,0.040909085,0.01182432,0.8742004,0
0.87219346,0.91612905,0.040909085,0.0016891889,0.012793178,0
0.025906742,0.008602152,0.8818182,0.015202699,0.06396589,0
0.07426599,0.04301074,0.8818182,0.0016891888,0.040511735,0
0.008635579,0.025806446,0.8818182,0.0152027,0.8742004,0
0.025906742,0.008602149,0.018181821,0.015202701,0.012793182,0
0.01899827,0.91612905,0.018181821,0.0016891889,0.012793179,0
0.07426599,0.91612905,0.036363643,0.027777782,0.008528784,0
0.02590674,0.043010745,0.04090909,0.0152027,0.8742004,0
0.018998269,0.008602151,0.018181823,0.9695946,0.04051173,0
0.038095243,0.023391807,0.83935744,0.001680672,0.88222224,0
0.057142857,0.0331384,0.036144592,0.030303035,0.040000003,0
0.038095243,0.90643275,0.03614459,0.030303031,0.04444444,0
0.03809524,0.023391813,0.8393574,0.9630252,0.044444446,0
0.07894737,0.8774617,0.00990099,0.016474461,0.03263403,0.0010822511
0.125,0.8774617,0.1363636,0.5555555,0.3414634,0
0.07894738,0.035010934,0.009900989,0.0032948933,0.8951049,0
0.052631576,0.8774617,0.034653474,0.00988468,0.044289052,0
0.8333333,0.045951862,0.8712871,0.0032948933,0.032634027,0
0.01754386,0.015317291,0.039603963,0.01694915,0.044289052,0
0.07894738,0.8774617,0.8712871,0.01647446,0.020979019,0
0.07894737,0.01531729,0.8712871,0.01647446,0.032634027,0
0.017543862,0.01531729,0.00990099,0.0032948933,0.8951049,0
0.01754386,0.87746173,0.039603963,0.016474461,0.020979019,0.0010822511
0.5,0.015317289,0.13636358,0.055555556,0.17073172,0
0.052631583,0.026258212,0.039603963,0.81818175,0.04428905,0
0.017543864,0.02625821,0.8712871,0.009884679,0.006993007,0.0010822511
0.3023256,0.013645221,0.137931,0.07692308,0.3137255,0.0021645022
0.2162162,0.02339181,0.19354841,0.14285713,0.16326532,0.0032467532
0.14516129,0.023391807,0.18181819,0.25000003,0.3793103,0
0.035519123,0.033138398,0.028112449,0.0016806719,0.004444445,0
0.03825137,0.013645221,0.02811245,0.001680672,0.044444446,0
0.03825137,0.013645219,0.83935744,0.9630252,0.004444445,0.0010822511
0.3023256,0.023391807,0.03448277,0.07692307,0.11764709,0
0.8715847,0.033138398,0.04819277,0.013445377,0.88222224,0
0.8715847,0.90643275,0.03614458,0.9630252,0.044444446,0
0.038251366,0.023391807,0.83935744,0.010084029,0.04444445,0.0021645022
0.081081085,0.033138398,0.0967742,0.47368416,0.2040816,0
0.035519123,0.90643275,0.03614458,0.0016806719,0.040000007,0
0.8715847,0.023391806,0.04819277,0.011764708,0.028888887,0
0.03825137,0.013645219,0.83935744,0.010084028,0.044444446,0
0.035519123,0.013645219,0.83935744,0.010084028,0.004444445,0
0.8715847,0.013645219,0.048192766,0.01008403,0.0044444455,0
0.040983602,0.023391807,0.048192766,0.011764712,0.04444445,0
0.0136612,0.90643275,0.02811245,0.0016806722,0.04,0
0.035519127,0.90643275,0.048192766,0.011764712,0.04,0
0.02527076,0.01119403,0.034965035,0.96875,0.009259259,0
0.02527076,0.044776116,0.02097902,0.96875,0.07098766,0
0.059566796,0.04477612,0.06293706,0.96875,0.83641976,0
0.8646209,0.8731343,0.062937066,0.010416669,0.027777776,0
0.008635579,0.04301074,0.04090908,0.9695946,0.008528786,0
0.008635578,0.025806447,0.8818182,0.0016891891,0.008528787,0.0010604454
0.1538462,0.91612905,0.3636364,0.058823526,0.40476194,0
0.87219346,0.91612905,0.8818182,0.9695946,0.008528786,0
0.07426597,0.043010738,0.8818182,0.9695946,0.012793178,0
0.07426599,0.91612905,0.8818182,0.011824319,0.0127931805,0
0.008635579,0.04301074,0.022727272,0.9695946,0.8742004,0
0.008635579,0.0064516114,0.036363643,0.0016891888,0.06396589,0
0.07426599,0.0064516114,0.022727272,0.015202699,0.8742004,0
0.07426599,0.0064516114,0.018181821,0.015202699,0.8742004,0
0.07426599,0.025806446,0.04090909,0.0016891888,0.008528784,0
0.008635579,0.006451611,0.04090909,0.0016891888,0.06396589,0
0.008635579,0.04301074,0.040909093,0.9695946,0.06396589,0
0.081081085,0.011194029,0.06293706,0.01041667,0.83641976,0.0010604454
0.54838705,0.8731344,0.2631579,0.1428571,0.31249997,0.0010604454
0.1935484,0.8731343,0.26315787,0.37500003,0.124999985,0
0.02702703,0.04477611,0.041958034,0.010416669,0.83641976,0
0.02702703,0.011194027,0.020979017,0.007812499,0.83641976,0.0010604454
0.03225806,0.044776116,0.26315787,0.37500003,0.041666675,0.0031813362
0.24137928,0.04477611,0.12499999,0.18181819,0.14,0
0.027027031,0.04477611,0.83916086,0.96875,0.055555556,0
0.02702703,0.026119396,0.020979019,0.007812499,0.055555552,0
0.8543689,0.015317289,0.009900991,0.00988468,0.044289045,0
0.007281553,0.8774617,0.03465347,0.043478273,0.006993007,0
0.8543689,0.03501095,0.8712871,0.91525424,0.044289045,0.0010604454
0.2105263,0.04595186,0.1818182,0.16666667,0.048780497,0
0.026350457,0.90643275,0.04819277,0.01176471,0.0044444455,0.0010604454
0.3018868,0.033138406,0.24137932,0.111111104,0.19607839,0
0.9341239,0.033138398,0.028112445,0.013445379,0.044444453,0
0.9341239,0.023391807,0.83935744,0.037037037,0.0044444446,0
0.01581028,0.03313841,0.83935744,0.9630252,0.0044444455,0
0.040983602,0.013645222,0.04819277,0.015151522,0.028888885,0
0.0409836,0.033138398,0.03614458,0.011764708,0.028888887,0.0010604454
0.02325581,0.90643275,0.24137932,0.5384615,0.117647104,0
0.035519123,0.023391806,0.83935744,0.013445378,0.028888889,0
0.9341239,0.90643275,0.04819277,0.013445379,0.88222224,0
0.02635046,0.90643275,0.83935744,0.010084029,0.04444445,0
0.9341239,0.02339181,0.03614458,0.01176471,0.040000003,0
0.02635046,0.023391807,0.83935744,0.0016806722,0.8822222,0
0.036407772,0.04595186,0.03960396,0.9522241,0.03263404,0
0.007281553,0.015317291,0.8712871,0.003294893,0.04428906,0
0.8543689,0.03501094,0.039603963,0.9522241,0.032634035,0
0.87219346,0.14457828,0.033810135,0.9695946,0.013513509,0
0.008635578,0.14056231,0.08842653,0.011824323,0.0033783785,0
0.07426597,0.1365462,0.023407022,0.0016891892,0.006756757,0
0.074265964,0.1405623,0.03381014,0.015202701,0.006756757,0
0.06796116,0.3895582,0.08842652,0.0016891889,0.9594595,0
0.1262136,0.13654618,0.840052,0.0016891892,0.013513511,0.000890472
0.01851852,0.38955823,0.1,0.16666669,0.11111111,0
0.06796117,0.18875498,0.033810135,0.0016891895,0.003378379,0
0.01899827,0.14457828,0.08842653,0.9695946,0.9594595,0.000890472
0.1208791,0.38955823,0.099999994,0.17647058,0.11111111,0
0.8721934,0.14056231,0.023407016,0.015202701,0.9594595,0
0.07426599,0.1365462,0.023407022,0.015202701,0.9594595,0.000890472
0.1538462,0.1405623,0.1,0.4705882,0.11111111,0
0.81621623,0.114094,0.082601056,0.010416669,0.9748744,0
0.081081085,0.11744971,0.012302291,0.01851852,0.005025126,0
0.027027028,0.17785232,0.01230229,0.01041667,0.9748744,0
0.027027031,0.147651,0.024604568,0.0026041665,0.9748744,0
0.019047622,0.43362832,0.02857143,0.9630252,0.019230768,0
0.038095243,0.113274306,0.028571432,0.015151521,0.0054945056,0
0.019047622,0.17522123,0.028571436,0.015151519,0.9478022,0
0.057142857,0.16991153,0.028571434,0.01176471,0.01923077,0
0.055825245,0.14910002,0.86806595,0.0032948926,0.026699029,0
0.04611651,0.37018004,0.041979007,0.018121907,0.016990287,0.000890472
0.40350875,0.37018007,0.13750002,0.055555552,0.1,0
0.0461165,0.14395893,0.02548726,0.016474461,0.026699029,0
0.036407765,0.13110541,0.025487259,0.9522241,0.026699029,0
0.8543689,0.13110544,0.868066,0.02542373,0.016990287,0
0.0461165,0.14395893,0.041979007,0.016474463,0.026699034,0
0.8543689,0.13110542,0.041979007,0.016474461,0.016990293,0
0.0461165,0.37018004,0.025487257,0.018121911,0.934466,0
0.013661199,0.17522123,0.005042016,0.001680672,0.013736258,0
0.040983606,0.107964605,0.91260505,0.01176471,0.013736261,0
0.038251374,0.1699115,0.91260505,0.14285713,0.01373626,0
0.03825137,0.107964605,0.91260505,0.011764708,0.013736259,0
0.01844532,0.1699115,0.028571432,0.9630252,0.9478022,0
0.0052700914,0.1752212,0.02521008,0.037037045,0.013736259,0
0.026350461,0.11327432,0.02521008,0.0016806722,0.013736259,0
0.015810277,0.43362835,0.0050420174,0.0016806722,0.013736259,0
0.9341239,0.107964605,0.0050420174,0.0016806722,0.9478022,0
0.015810277,0.1699115,0.028571436,0.9630252,0.019230768,0
0.9341239,0.1752212,0.91260505,0.013445381,0.013736259,0
0.005270092,0.11327431,0.028571436,0.01344538,0.005494505,0
0.018445319,0.11327431,0.0050420174,0.0016806718,0.013736261,0
0.040983602,0.107964605,0.028571436,0.0016806722,0.019230768,0
0.040983606,0.43362835,0.91260505,0.011764711,0.01923077,0
0.8715847,0.1699115,0.028571434,0.01344538,0.013736258,0
0.013661198,0.1699115,0.02521008,0.01008403,0.005494506,0
0.035519127,0.1699115,0.91260505,0.01008403,0.9478022,0
0.035519127,0.10796461,0.005042017,0.9630252,0.013736258,0
0.0136612,0.16991152,0.025210075,0.013445381,0.01923077,0
0.040983606,0.43362835,0.02857143,0.0016806722,0.9478022,0
0.040983606,0.43362835,0.02857143,0.013445381,0.9478022,0
0.04098361,0.113274306,0.02857143,0.013445379,0.01923077,0
0.04864865,0.1174497,0.047451675,0.96875,0.01005025,0
0.027027028,0.11744971,0.082601056,0.010416672,0.9748744,0
0.04864866,0.114094004,0.012302291,0.96875,0.010050249,0
0.027027028,0.114094004,0.8330404,0.010416672,0.0050251265,0
0.87219346,0.38955823,0.014304288,0.011824322,0.9594595,0
0.07426597,0.18875499,0.014304289,0.0016891892,0.0033783785,0
0.87219346,0.13654621,0.840052,0.0016891892,0.9594595,0
0.018998273,0.13654621,0.023407022,0.011824323,0.006756757,0
0.008635578,0.14056231,0.840052,0.9695946,0.013513511,0
0.01899827,0.38955826,0.840052,0.0016891889,0.0067567565,0
0.07426598,0.13654618,0.08842653,0.0016891889,0.9594595,0
0.07426598,0.13654618,0.840052,0.0152027,0.003378378,0
0.07426598,0.13654618,0.014304286,0.0152027,0.01689189,0
0.00863558,0.13654618,0.08842652,0.0016891889,0.013513508,0
0.00863558,0.13654618,0.08842652,0.0016891889,0.0033783782,0.0009049774
0.01098901,0.38955823,0.17142858,0.1176471,0.11111111,0.0027149321
0.13846152,0.188755,0.105769224,0.4,0.28571433,0.0027149321
0.11764708,0.10796462,0.101123594,0.20833333,0.3076923,0.0054298643
0.050000004,0.1699115,0.32692304,0.1428571,0.10000001,0.0018099548
0.40000004,0.11327433,0.16923079,0.25,0.124999985,0.0036199095
0.16176468,0.1699115,0.1011236,0.083333336,0.07692308,0.0018099548
0.036363635,0.3701801,0.45882347,0.2083333,0.125,0.0027149321
0.13461539,0.14395894,0.1527778,0.071428575,0.05882353,0
0.02023121,0.13110542,0.025487255,0.9522241,0.934466,0
0.9132948,0.37018007,0.05547225,0.003294893,0.016990291,0.0009049774
0.18181819,0.14910004,0.225,0.16666669,0.45,0
0.03468208,0.14910002,0.055472247,0.9522241,0.026699029,0.0009049774
0.1590909,0.14395893,0.025,0.1428571,0.45,0.0018099548
0.09090909,0.20565556,0.24705882,0.18181817,0.125,0.0054298643
0.1449275,0.14395894,0.16666673,0.125,0.099999994,0.0027149321
0.13461539,0.13110542,0.2638889,0.29411766,0.058823526,0.0009049774
0.2045455,0.20565554,0.225,0.11111111,0.44999996,0.0009049774
0.20454553,0.3701801,0.41249996,0.16666667,0.45,0.0009049774
0.06818182,0.37018007,0.025000002,0.14285712,0.1,0.0009049774
0.38636357,0.14395893,0.4125,0.055555556,0.15000002,0
0.01844532,0.43362835,0.025210079,0.015151519,0.0054945042,0
0.018445319,0.1752212,0.028571436,0.9630252,0.0054945056,0
0.026350461,0.43362835,0.91260505,0.9630252,0.019230768,0
0.026350461,0.107964605,0.028571436,0.9630252,0.0054945056,0
0.9341239,0.43362835,0.0050420174,0.010084029,0.013736259,0
0.0052700914,0.1699115,0.028571436,0.010084029,0.013736259,0
0.026350461,0.43362835,0.005042017,0.9630252,0.013736259,0
0.026350461,0.1699115,0.91260505,0.9630252,0.0054945056,0
0.055825252,0.20565557,0.0089955,0.016474463,0.00485437,0.0009049774
0.105263196,0.20565556,0.41250002,0.16666667,0.24999999,0.0036199095
0.18181822,0.14395893,0.2361111,0.058823526,0.058823522,0.0018099548
0.08,0.1445783,0.105263196,0.41666672,0.11764708,0.0069316081
0.66,0.188755,0.105263196,0.083333336,0.05882353,0.0032347505
0.35483876,0.38955823,0.2758621,0.26666665,0.25000003,0.0036968577
0.0967742,0.14056231,0.20689657,0.4,0.14999999,0.0060073937
0.04,0.1405623,0.105263196,0.083333336,0.11764708,0.008780037
0.07999999,0.13654618,0.105263196,0.083333336,0.05882353,0.0027726433
0.16129033,0.188755,0.27586207,0.26666668,0.14999999,0.0013863216
0.23809522,0.38955823,0.10344829,0.31578946,0.23076919,0.0013863216
0.11904762,0.14457828,0.10344828,0.15789472,0.15384619,0.0009242144
0.1785714,0.18875499,0.24242415,0.47058824,0.06666667,0.0013863216
0.23809524,0.14056231,0.103448294,0.10526319,0.23076914,0.002310536
0.2142857,0.1405623,0.27586207,0.10526319,0.3846154,0.0064695009
0.08,0.3895582,0.1052632,0.083333336,0.05882353,0.0055452865
0.04597701,0.147651,0.15,0.29999998,0.3,0.0009242144
0.14705881,0.1174497,0.105263196,0.37500003,0.2,0.0046210721
0.098360635,0.117449686,0.08333334,0.4545454,0.1111111,0
0.8646209,0.44295296,0.03496503,0.8888889,0.037037045,0.0013863216
0.106060594,0.14910004,0.137931,0.45833334,0.27272728,0.0009242144
0.052631576,0.14395896,0.1818182,0.16666669,0.07692309,0.0009242144
0.105263196,0.14395891,0.1363636,0.22222222,0.23076922,0.0078558226
0.1388889,0.14395893,0.04761904,0.12500001,0.25,0.0069316081
0.055555563,0.14910004,0.54761904,0.12500001,0.53571427,0.0046210721
0.30909097,0.20565554,0.2727273,0.17647058,0.21052632,0.0036968577
0.23636362,0.13110541,0.27272728,0.058823526,0.21052633,0.0013863216
0.106060594,0.14910002,0.1034483,0.45833334,0.27272725,0.0018484288
0.10606059,0.14910002,0.4137931,0.2083333,0.18181817,0.0032347505
0.13461538,0.14395894,0.18181819,0.14285712,0.15789472,0.0032347505
0.1346154,0.20565554,0.24242418,0.35714293,0.052631587,0.0013863216
0.03636364,0.13110542,0.1034483,0.4583333,0.090909086,0.0018484288
0.0909091,0.20565554,0.1034483,0.08333334,0.27272728,0.0050831793
0.1617647,0.43362832,0.20454547,0.25,0.3076923,0.0009242144
0.018867921,0.107964605,0.034482766,0.076923065,0.08333335,0.0027726433
0.10294121,0.1699115,0.20454548,0.33333328,0.1538462,0.0027726433
0.16176468,0.17522123,0.3409091,0.20833331,0.07692308,0.0013863216
0.13333328,0.11327431,0.1935484,0.105263196,0.29999998,0.0018484288
0.16666672,0.43362835,0.2258064,0.42857146,0.3,0.0032347505
0.27941176,0.1699115,0.3409091,0.25000003,0.3076923,0.002310536
0.16666673,0.43362835,0.35483867,0.105263196,0.2,0.0013863216
0.16666673,0.16991152,0.35483867,0.105263196,0.099999994,0.0060073937
0.04545455,0.442953,0.25,0.2,0.19999999,0.0018484288
0.21621618,0.442953,0.2727273,0.16666667,0.28571433,0.0041589649
0.16279072,0.11744969,0.2916667,0.18181819,0.111111104,0.0064695009
0.22727272,0.44295302,0.3,0.1,0.1,0.0101663586
0.049999997,0.43362835,0.1020408,0.5238096,0.16666667,0.011090573
0.5,0.43362835,0.5102041,0.1428571,0.16666667,0.0129390018
0.5,0.1752212,0.5102041,0.1428571,0.06666666,0.0157116451
0.5,0.43362835,0.20408161,0.1428571,0.06666666,0.011090573
0.11666669,0.10796461,0.102040805,0.5238097,0.53333336,0
0.035519127,0.17522122,0.048192773,0.013445377,0.102040805,0.0041589649
0.17741932,0.10796461,0.18181819,0.20833331,0.26923078,0.0045085663
0.14516132,0.10796461,0.20454547,0.25000003,0.26923078,0.0027051398
0.1774193,0.1699115,0.34090906,0.20833331,0.26923075,0.0085662759
0.023255812,0.10796461,0.122449,0.5238097,0.06666666,0.0018034265
0.07575756,0.147651,0.2727273,0.16666669,0.28571433,0.0054102795
0.6436782,0.44295296,0.24999997,0.2,0.1,0.0058611362
0.16091949,0.17785232,0.15,0.1,0.1,0.0027051398
0.21311478,0.442953,0.125,0.18181819,0.11111111,0.0009017133
0.17857142,0.1405623,0.03030303,0.17647058,0.2,0.003606853
0.16129033,0.38955823,0.17241377,0.19999999,0.14999999,0.0013525699
0.2142857,0.14457828,0.10344828,0.10526318,0.15384619,0.0045085663
0.0967742,0.14457828,0.20689657,0.06666666,0.29999998,0.0013525699
0.11904761,0.38955826,0.27586207,0.10526318,0.15384619,0.0031559964
0.09677421,0.1445783,0.2758621,0.4,0.24999999,0.0013525699
0.23809524,0.14056231,0.103448294,0.10526319,0.15384617,0.0040577096
0.35483873,0.1365462,0.20689657,0.2,0.3,0.0013525699
0.23809522,0.1365462,0.24137929,0.105263196,0.38461542,0.0049594229
0.35483873,0.13654618,0.20689657,0.066666655,0.3,0.0063119928
0.66,0.14457828,0.105263196,0.083333336,0.11764709,0.0040577096
0.16129032,0.38955823,0.17241377,0.066666655,0.3,0.0058611362
0.04,0.13654618,0.105263196,0.08333334,0.11764709,0.0094679892
0.13953489,0.17522122,0.061224487,0.1428571,0.16666669,0.0067628494
0.511628,0.107964605,0.102040805,0.14285709,0.066666655,0.0090171326
0.23255809,0.10796462,0.061224498,0.28571433,0.16666666,0.0126239856
0.1395349,0.10796462,0.061224498,0.047619052,0.53333336,0.0058611362
0.23255809,0.17522125,0.061224494,0.28571433,0.06666666,0.0049594229
0.1774193,0.11327432,0.18181817,0.37499997,0.076923065,0.007213706
0.09302326,0.16991152,0.51020414,0.5238097,0.066666655,0.0090171326
0.5116279,0.11327431,0.102040805,0.1428571,0.06666665,0.003606853
0.1774193,0.43362832,0.15909089,0.25000003,0.07692308,0.0054102795
0.6376812,0.13110542,0.04761904,0.12500001,0.1071429,0.0081154193
0.086956516,0.3701801,0.23809524,0.33333328,0.24999994,0.0031559964
0.21153848,0.13110542,0.1818182,0.07142857,0.36842102,0.0094679892
0.08695652,0.14395893,0.07142856,0.37499997,0.107142895,0.0027051398
0.13461539,0.14395893,0.27272728,0.21428572,0.36842102,0.0018034265
0.036363635,0.3701801,0.1034483,0.090909086,0.27272728,0.0058611362
0.14492752,0.14395893,0.54761904,0.125,0.07142857,0.0009017133
0.18181823,0.14910004,0.13636358,0.22222222,0.07692309,0.0027051398
0.21153846,0.14910004,0.1212121,0.058823526,0.36842102,0.0009017133
0.3773585,0.17522122,0.034482762,0.22222222,0.08333335,0.0031559964
0.11764708,0.43362835,0.3409091,0.2083333,0.15384619,0.0045085663
0.11764708,0.1132743,0.113636374,0.25000003,0.19230768,0.003606853
0.1029412,0.107964605,0.20454547,0.20833331,0.07692307,0.0018034265
0.16666673,0.1132743,0.35483867,0.47368416,0.3,0.0049594229
0.33823526,0.17522122,0.113636374,0.08333334,0.3076923,0.0054102795
0.049999997,0.107964605,0.061224494,0.1428571,0.16666667,0.0054102795
0.15,0.113274306,0.20408161,0.1428571,0.53333336,0.0054102795
0.6376812,0.14910004,0.04761906,0.375,0.035714287,0.0081154193
0.08695652,0.14395893,0.54761904,0.125,0.035714284,0.0112714157
0.08695652,0.20565554,0.09523812,0.125,0.5357143,0.0166816952
0.54838705,0.17785233,0.03,0.116279095,0.31249997,0
0.02702703,0.11744969,0.8330404,0.027027026,0.027777778,0.0006325111
0.032258064,0.442953,0.14,0.023255806,0.22916667,0
0.081081085,0.442953,0.02460457,0.7747748,0.009259258,0
0.03398058,0.1365462,0.014304288,0.042168666,0.040511724,0
0.71844655,0.38955823,0.840052,0.042168662,0.040511727,0
0.12621361,0.14056231,0.014304287,0.0873494,0.8742004,0.0012650221
0.46296299,0.38955823,0.021428572,0.12727268,0.15476188,0.0006325111
0.49450547,0.13654618,0.099999994,0.1272727,0.023809519,0.0006325111
0.2197802,0.188755,0.2214286,0.4909091,0.4047619,0
0.02590674,0.1365462,0.03381014,0.8313253,0.008528785,0
0.008635578,0.1365462,0.023407018,0.8313253,0.008528784,0.0012650221
0.49450547,0.38955823,0.22142859,0.18181816,0.15476191,0
0.8646209,0.442953,0.08260103,0.094594605,0.07098765,0
0.0595668,0.147651,0.8330404,0.16666669,0.055555556,0
0.043321308,0.117449686,0.012302289,0.77477473,0.83641976,0.0018975332
0.15151522,0.147651,0.3191489,0.16666667,0.1333333,0
0.8543689,0.20565554,0.05547226,0.044999998,0.03263403,0
0.007281553,0.14910004,0.008995501,0.030000003,0.044289052,0.0006325111
0.052631572,0.13110544,0.41250002,0.049999997,0.19512193,0.0018975332
0.45454547,0.14910002,0.082352936,0.1904762,0.21276598,0.0025300443
0.121212095,0.37018007,0.07058822,0.19047621,0.17021278,0.0006325111
0.21052629,0.37018007,0.20000002,0.24137925,0.19512194,0.0006325111
0.22807017,0.13110544,0.025000002,0.20689659,0.17073171,0
